zOTU_ID	OB1_4	OB2_4	OB3_4	OB4_4	OB5_4	IB1_4	IB2_4	IB3_4	IB4_4	IB5_4	COB1_5	COB2_5	COB3_5	COB4_5	COB5_5	TIB1_5	TIB2_5	TIB3_5	TIB4_5	TIB5_5	CIB1_5	CIB2_5	CIB3_5	CIB4_5	CIB5_5	TOB1_5	TOB2_5	TOB3_5	TOB4_5	TOB5_5	COB1_6	COB2_6	COB3_6	COB4_6	COB5_6	TIB1_6	TIB2_6	TIB3_6	TIB4_6	TIB5_6	CIB1_6	CIB2_6	CIB3_6	CIB4_6	CIB5_6	TOB1_6	TOB2_6	TOB3_6	TOB4_6	TOB5_6	COB1_7	COB2_7	COB3_7	COB4_7	COB5_7	TIB1_7	TIB2_7	TIB3_7	TIB4_7	TIB5_7	CIB1_7	CIB2_7	CIB3_7	CIB4_7	CIB5_7	TOB1_7	TOB2_7	TOB3_7	TOB4_7	TOB5_7	COB1_8	COB2_8	COB3_8	COB4_8	COB5_8	TIB1_8	TIB2_8	TIB3_8	TIB4_8	TIB5_8	CIB1_8	CIB2_8	CIB3_8	CIB4_8	CIB5_8	TOB1_8	TOB2_8	TOB3_8	TOB4_8	TOB5_8	COB1_12	COB2_12	COB3_12	COB4_12	COB5_12	TIB1_12	TIB2_12	TIB3_12	TIB4_12	TIB5_12	CIB1_12	CIB2_12	CIB3_12	CIB4_12	CIB5_12	TOB1_12	TOB2_12	TOB3_12	TOB4_12	TOB5_12	SWOB_4	SWIB_4	SWOB_5	SWIB_5	SWOB_6	SWIB_6	SWOB_7	SWIB_7	SWOB_8	SWIB_8	SWOB_12	SWIB_12
zOTU_51	40	546	78	183	67	69	3	7	148	211	7	28	3	20	15	1	50	17	8	181	7	3	7	19	125	5	5	3	14	14	4	30	9	8	165	11	1	48	9	76	0	1	0	19	395	27	74	47	113	15	8	5	1	8	40	21	0	15	10	8	0	0	3	11	291	42	66	29	46	0	0	7	3	26	0	8	0	14	12	9	77	0	46	10	1	5	357	79	0	0	25	93	53	2	90	15	4	21	18	35	10	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_72	19	125	31	21	37	1	0	0	0	0	1	4	0	2	0	10	18	11	0	4	2	0	0	0	1	0	0	0	0	0	2	12	0	1	20	0	13	18	2	4	2	24	0	0	0	7	2	0	0	0	1	69	41	47	98	12	26	16	19	35	2	7	0	1	0	4	0	1	0	0	7	24	7	3	5	24	2	19	7	4	7	33	0	0	0	0	6	13	0	0	55	91	52	6	51	16	96	34	19	16	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
zOTU_74	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	544	3	0	1	0	49	0	0	0	0	0	0	0	0	0	1	0	1	568	0	9	0	2	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_82	26	288	42	67	26	4	0	0	0	80	3	13	1	3	10	0	0	2	2	67	1	0	0	1	43	4	1	4	4	6	1	16	4	1	1	5	0	13	1	31	1	0	0	0	188	13	20	20	63	6	0	0	1	3	10	1	0	5	0	5	0	0	0	0	151	16	24	11	23	0	1	5	2	9	0	0	0	0	0	1	44	0	14	3	0	2	135	47	0	0	10	51	22	1	16	8	1	3	6	7	3	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_90	3	28	4	8	4	121	1159	17	4	4	1	2	0	0	0	2	656	6	0	13	21	522	8	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	462	0	0	0	0	4	0	1	0	0	1	2	9	9	0	0	0	2	3	0	6	0	0	0	0	1	0	0	0	0	2	2	1	0	10	0	2	0	0	0	1	0	0	0	0	2	0	0	0	3	27	1	0	6	7	4	5	8	8	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_97	6	95	40	28	18	36	1	2	5	5	0	6	0	0	1	3	23	3	5	3	19	2	3	1	0	0	0	0	0	0	1	9	1	1	10	3	1	16	2	5	33	28	0	0	0	10	4	1	0	0	3	46	38	17	69	8	4	12	15	16	4	7	0	0	0	5	7	1	0	0	12	24	12	1	4	23	4	20	9	4	11	106	0	0	0	0	6	6	0	0	37	77	36	3	30	19	49	29	17	9	2	0	0	0	0	0	0	6	0	0	0	1	0	2	0	1	0	0	0	0	0	0
zOTU_106	0	11	5	10	14	97	58	52	26	7	0	1	0	1	1	0	48	7	3	3	7	14	33	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	23	0	0	0	3	254	1	0	0	1	0	1	3	4	1	0	1	4	0	0	0	0	4	1	0	1	0	0	0	0	0	0	1	0	1	0	0	2	3	0	0	0	0	0	0	22	3	0	0	0	5	1	1	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_113	3	47	8	8	14	0	0	3	0	0	3	9	0	1	7	4	9	16	4	4	0	0	0	0	0	1	1	3	3	9	2	4	1	1	1	2	3	70	15	14	0	0	0	0	0	0	8	0	60	4	1	10	0	12	44	13	3	52	15	8	0	0	1	0	1	1	0	0	0	0	20	4	6	1	0	3	2	35	17	5	0	4	0	0	0	1	0	0	0	0	6	23	25	8	27	2	72	66	16	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_124	49	401	217	178	218	2	0	0	9	0	5	23	0	12	3	16	9	5	16	10	1	0	0	0	0	1	1	1	6	7	8	25	4	4	46	6	0	13	2	7	4	0	0	0	1	8	3	11	15	6	13	28	9	133	91	27	2	14	11	54	2	1	0	0	1	5	3	2	0	0	24	53	8	20	0	76	3	8	21	10	5	2	0	0	0	0	12	11	0	0	79	192	30	15	99	61	53	45	55	30	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_142	0	1	1	1	1	0	0	0	1	0	0	3	0	2	0	0	0	1	2	0	8	0	2	3	13	0	0	0	0	3	0	0	0	0	1	0	0	85	1	0	0	0	2	0	0	17	152	0	2	11	2	32	0	3	0	3	14	16	0	1	0	0	0	0	0	8	0	1	0	0	1	0	1	5	0	1	0	1	0	0	2	9	1	0	0	0	2	0	0	0	9	4	8	0	2	1	3	8	1	3	14	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_152	4	58	14	13	9	3	0	0	0	0	0	1	1	0	1	0	6	2	1	3	0	1	0	0	0	0	0	0	0	0	2	7	0	0	15	2	2	2	0	0	3	3	0	0	0	4	1	0	0	0	3	23	12	12	26	4	11	5	10	12	2	7	0	0	0	3	6	0	0	0	7	5	2	1	0	3	2	6	2	4	5	24	0	0	0	0	4	19	0	0	15	37	7	4	17	5	34	8	8	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_156	6	46	12	16	33	63	1	0	0	0	0	2	0	0	1	2	15	2	1	5	22	10	2	3	0	0	0	1	0	0	1	7	3	0	6	1	3	5	0	1	10	4	0	0	0	8	5	1	1	1	1	6	0	8	16	2	2	4	3	4	1	2	1	2	0	0	4	1	0	0	0	3	2	2	0	6	2	1	1	2	4	14	0	0	0	0	2	0	0	0	7	15	1	4	20	6	24	1	7	2	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_224	1	21	5	5	6	0	0	0	0	0	0	1	0	0	0	3	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	5	1	0	0	16	0	0	0	0	0	0	0	2	1	27	0	10	9	0	3	8	14	19	1	1	0	0	0	4	0	0	0	0	8	6	0	0	1	3	3	5	8	1	3	11	0	0	0	0	1	2	0	0	1	16	0	2	16	2	26	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_237	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_266	5	51	26	23	21	1	0	0	0	0	1	0	0	3	1	3	4	2	0	0	0	0	0	0	0	0	0	0	0	3	1	6	0	1	6	0	9	3	3	1	0	0	0	0	0	1	0	1	0	0	2	12	1	11	16	3	1	5	3	5	0	0	0	0	0	1	0	0	0	0	8	2	0	0	0	9	0	4	2	5	3	4	0	0	0	0	2	0	0	0	17	26	17	4	20	3	22	6	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_486	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_496	19	123	81	58	72	2	0	0	1	0	0	14	0	4	3	16	0	11	10	10	0	0	0	0	1	0	0	0	2	1	0	5	0	0	4	7	1	3	4	9	1	0	0	0	0	0	4	2	0	0	4	17	9	42	49	6	0	8	10	33	0	0	0	1	0	6	0	1	0	0	9	25	8	4	0	46	0	11	5	7	0	0	0	0	0	0	3	4	0	0	59	150	22	6	54	28	1	23	43	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_562	0	15	6	2	3	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	11	3	0	1	0	14	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_660	6	54	14	14	33	0	0	0	0	0	0	1	0	0	1	2	4	0	1	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	11	0	0	5	1	9	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_791	0	7	1	4	1	2	0	0	1	0	1	0	0	0	0	7	5	2	2	1	4	0	1	0	0	0	0	0	0	0	1	4	1	1	1	2	13	13	5	2	11	0	0	0	0	10	0	1	0	0	0	32	3	2	19	6	3	6	3	3	0	0	0	0	1	0	0	0	0	0	2	23	5	1	0	44	0	25	8	6	0	0	2	0	0	0	1	6	0	0	2	16	1	2	7	11	6	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1
zOTU_1208	0	3	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	4	0	0	1	1	0	5	0	1	6	0	0	0	0	5	0	1	0	0	0	7	0	2	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	10	2	3	0	6	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1435	3	2	5	11	4	0	0	0	5	0	12	2	6	6	4	0	0	0	1	1	0	0	0	23	0	1	2	8	6	5	2	6	7	4	1	0	0	2	7	1	1	0	0	37	16	10	4	7	2	14	4	2	0	1	2	2	0	2	5	4	3	0	0	7	37	19	0	2	26	1	3	1	5	3	1	4	0	0	7	1	1	0	9	22	0	19	4	1	0	0	9	3	1	10	1	2	0	8	15	4	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zOTU_1648	0	16	2	0	1	3	1	3	1	112	0	1	0	0	0	0	20	1	0	30	6	4	2	0	37	0	1	0	0	0	0	1	0	0	9	0	0	6	0	3	1	0	0	0	4	1	6	1	1	1	0	1	0	0	0	0	12	10	0	0	2	0	0	0	1	0	15	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	1	2	1	33	4	0	1	0	2	1	0	4	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
zOTU_1790	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_1010	0	0	0	0	0	0	9	0	0	0	0	1	0	1	0	0	0	1	0	2	1	8	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	9	2	0	0	0	1	9	0	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
zOTU_5	23	35	0	0	1	2620	1677	5314	490	129	20	24	8	0	0	42	884	25	9	405	160	2171	81	694	358	37	16	9	0	0	265	226	7	2	159	343	6666	145	189	1837	1386	2530	273	77	282	1435	326	376	3	12	1968	525	592	0	0	323	6569	5035	2243	1515	940	1103	1950	3499	1734	2030	2971	1996	1	0	1091	791	226	1	3439	1944	8026	1710	1290	1162	3102	8230	2886	615	1	275	1800	40	0	0	69	27	0	0	0	29	77	0	30	23	2153	11217	3110	4	3	0	4	6898	8	0	0	1	0	3	1	1	0	0	0	0	0	0
zOTU_355	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	1	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	17	1	0	1	0	0	0	1	3	0	0	0	0	2	1	0	0	1	0	0	1	0	4	9	1	0	0	1	11	7	2	0	1	0	0	0	0	0	0	3	0	0	5	4	2	25	3	16	10	0	1	0	0	0	1	0	0	25	0	0	0
zOTU_746	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	16	0	0	0	4	4	0	0	0	0	7	0	3	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
zOTU_929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	1	3	1	0	7	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
zOTU_1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	2	8	0	0	0	0	0	0	0	0	3	0	0	0
zOTU_1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	1	1	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	1	0	0	0	2	1	11	0	5	1	0	0	0	0	0	0	0	0	0	1	3	0	11	0	2	7	0	0	0	0	0	0	0	0	8	0	0	0
zOTU_1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	2	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	3	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0	16	1	0	0	0	0	0	0	0	10	0	0	0
zOTU_1212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	3	4	4	17	0	9	9	0	0	0	0	0	0	0	0	2	0	0	0
zOTU_1770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	1	4	2	4	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
zOTU_1943	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	5	0	0	0
zOTU_2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
zOTU_544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	2	1	0	0	1	3	1	1	0	2	0	1	0	0	3	3	0	0	0	0	0	0	0	0	2	6	1	7	0	1	15	0	0	0	0	0	0	0	0	5	0	0	0
zOTU_1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	5	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
zOTU_1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0
zOTU_1446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	8	5	7	0	3	2	0	0	0	0	0	0	0	0	1	0	0	0
zOTU_970	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	2	0	0	1	1	0	0	0	0	0	11	0	2	0	0	0	0	0	0	0	1	0	0	4	5	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0
zOTU_8	346	14	43	60	84	407	927	574	464	73	219	405	458	119	38	701	523	817	212	79	1381	1080	1237	870	621	519	444	632	77	25	173	559	511	263	1378	109	136	1424	9	40	1327	318	873	745	308	2550	2460	1950	701	728	1721	2058	2023	345	815	633	1141	1891	1563	667	732	546	1243	1176	848	3729	2937	1733	45	1	607	445	706	317	538	627	1275	1996	426	354	732	715	930	823	1	716	1539	405	0	0	1743	862	2734	485	591	246	1415	749	429	26	1990	523	383	0	0	0	5	1169	8	0	0	0	1	0	3	0	0	1	0	0	2	0
zOTU_78	16	2	14	6	13	0	0	0	22	1	5	0	8	11	5	0	0	0	23	19	0	0	0	38	30	23	10	15	12	2	4	0	9	7	0	0	0	0	0	0	0	0	0	8	1	75	0	48	42	34	41	1	46	36	77	0	0	0	60	36	0	0	0	27	11	96	0	42	5	0	4	0	2	7	0	0	0	0	8	1	0	0	0	10	0	9	0	8	0	0	35	0	30	24	22	0	0	0	7	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_89	2	0	0	1	1	4	18	8	8	2	6	4	3	1	1	12	6	10	2	2	10	14	13	9	8	9	6	6	1	0	4	12	6	4	28	1	1	18	0	2	12	3	15	11	3	34	37	29	7	9	26	24	25	4	10	7	19	22	18	7	6	3	13	15	14	43	35	21	0	0	10	9	5	6	10	6	15	29	1	7	8	14	11	6	0	7	23	4	0	0	27	7	31	7	6	5	14	9	4	0	19	11	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_144	2	0	0	0	1	0	13	2	2	1	1	3	2	0	1	1	4	6	1	1	12	16	3	6	9	6	0	2	1	0	1	0	3	1	3	0	1	10	0	0	18	0	8	1	2	17	9	7	4	7	3	6	9	1	3	3	4	4	4	4	3	1	6	5	4	20	25	18	0	0	2	2	4	0	1	2	7	13	1	0	3	13	12	3	0	4	14	2	0	0	8	5	13	0	1	1	3	2	2	0	17	10	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_150	1	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	25	0	0	0	0	12	0	0	2	1	2	0	0	0	0	5	0	0	0	0	15	0	0	0	0	29	1	0	49	0	3	1	0	0	0	14	0	0	0	0	3	0	0	0	0	25	0	0	31	0	23	0	0	3	0	14	0	0	0	0	57	1	0	0	0	76	0	0	0	0	54	0	0	12	1	20	0	0	1	1	33	0	0	0	0	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
zOTU_178	13	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	9	10	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	54	0	28	0	0	8	0	41	0	0	0	0	0	0	0	0	0	0	0	0	125	0	15	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	0	0	23	1	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_206	0	0	0	4	0	7	0	0	0	0	0	0	0	0	2	18	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_216	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	24	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_243	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_245	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	12	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	12	0	14	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_253	4	0	2	1	1	0	0	6	0	0	2	0	4	2	1	0	0	0	0	0	0	0	9	0	0	5	4	1	0	0	1	1	4	2	0	0	0	11	0	0	0	0	1	0	0	9	1	9	3	5	3	16	16	2	6	0	0	2	0	0	0	0	6	0	0	38	18	7	1	0	4	1	4	1	0	0	0	8	0	0	0	0	4	0	0	1	9	2	0	0	12	2	4	1	9	0	0	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
