OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
zOTU_176	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_349	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_153	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	
zOTU_512	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonadaceae_unclassified	
zOTU_348	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Entomoplasmatales_unclassified	Entomoplasmatales_unclassified	
zOTU_1583	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkania	
zOTU_1735	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1933	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_2043	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2087	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_613	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_935	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1322	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1807	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2010	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_427	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_739	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1544	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_128	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_296	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
zOTU_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LWSR-14	LWSR-14_ge	
zOTU_602	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1041	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Suessiaceae	Suessiaceae_unclassified	
zOTU_1415	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1538	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	uncultured	
zOTU_1614	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1695	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1740	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	
zOTU_1833	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_1714	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_882	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	
zOTU_1317	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1982	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2148	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_1881	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_751	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola	
zOTU_1105	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_554	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
zOTU_456	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1841	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_37	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
zOTU_70	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	
zOTU_265	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	
zOTU_304	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
zOTU_547	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_614	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_931	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1599	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
zOTU_1663	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_32	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_59	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_cl	Marinimicrobia_(SAR406_clade)_or	Marinimicrobia_(SAR406_clade)_fa	Marinimicrobia_(SAR406_clade)_ge	
zOTU_344	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	ME2	ME2_ge	
zOTU_760	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	CrystalBog021C3	CrystalBog021C3_ge	
zOTU_765	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
zOTU_826	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_841	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Persicirhabdus	
zOTU_890	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	
zOTU_912	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	CrystalBog021C3	CrystalBog021C3_ge	
zOTU_939	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Spongiibacteraceae_unclassified	
zOTU_1081	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_1082	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	
zOTU_1117	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	
zOTU_1316	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter_4	
zOTU_1349	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_1618	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1925	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1929	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified	
zOTU_2036	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola	
zOTU_2049	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	
zOTU_482	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_618	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_646	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_866	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1128	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1308	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	
zOTU_1384	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1580	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_unclassified	
zOTU_1691	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1758	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1945	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1986	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
zOTU_2106	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum	
zOTU_162	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	
zOTU_165	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_276	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_307	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_774	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1522	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_731	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	
zOTU_857	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1037	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1635	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	
zOTU_1747	Bacteria	Acidobacteria	Holophagae	Subgroup_10	CA002	CA002_ge	
zOTU_745	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	
zOTU_1823	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_182	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_1222	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
zOTU_409	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Litoribacillus	
zOTU_1224	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_ge	
zOTU_1301	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter_4	
zOTU_1624	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	
zOTU_1971	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_408	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_280	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_635	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_1374	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1391	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	
zOTU_1465	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_1509	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1700	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge	
zOTU_1764	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1939	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_695	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	
zOTU_831	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_845	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_ge	
zOTU_1033	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1843	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_1488	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	
zOTU_717	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1382	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_unclassified	
zOTU_1783	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_39	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_42	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group	
zOTU_129	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
zOTU_136	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_369	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_799	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_906	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured	
zOTU_1101	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1425	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
zOTU_1605	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
zOTU_1638	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1831	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1901	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta_2	
zOTU_2050	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1837	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_44	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1874	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_336	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	
zOTU_20	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_46	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_50	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae_unclassified	
zOTU_776	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1102	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1125	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	
zOTU_2030	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1252	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	
zOTU_1296	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2094	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_849	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_1919	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_374	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Persicirhabdus	
zOTU_1001	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
zOTU_1057	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1209	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_1281	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
zOTU_2130	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_874	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	
zOTU_1428	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_294	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_ge	
zOTU_299	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Lyngbya	
zOTU_376	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_384	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_ge	
zOTU_405	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_419	Bacteria	Acidobacteria	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter	
zOTU_428	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_431	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_464	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_unclassified	
zOTU_472	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_508	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_524	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	
zOTU_532	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_594	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_609	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	uncultured	
zOTU_733	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_cl	Marinimicrobia_(SAR406_clade)_or	Marinimicrobia_(SAR406_clade)_fa	Marinimicrobia_(SAR406_clade)_ge	
zOTU_736	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_773	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	
zOTU_806	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_839	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_842	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_850	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_913	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_965	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1035	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1190	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1260	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyII	Rivularia	
zOTU_1263	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_1331	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1371	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1405	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Formosa	
zOTU_1486	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_ge	
zOTU_1494	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_1498	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1523	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_1587	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1611	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Phormidium	
zOTU_1664	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	E01-9C-26_marine_group_fa	E01-9C-26_marine_group_ge	
zOTU_1675	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_1699	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1707	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillaceae_unclassified	
zOTU_1806	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1897	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1915	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1987	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_ge	
zOTU_2020	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_2032	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_2048	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Luminiphilus	
zOTU_2114	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_2128	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_2137	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2162	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_2167	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1282	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1387	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus	
zOTU_1373	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_95	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_327	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
zOTU_744	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1139	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1151	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oleiphilaceae	Oleiphilus	
zOTU_1280	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1470	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1534	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1672	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	
zOTU_1988	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	
zOTU_1994	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
