OTU_ID	Domain	Phylum	Class	Order	Family	Genus	Species
zOTU_2021	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_2026	Bacteria	SBR1093	SBR1093_cl	SBR1093_or	SBR1093_fa	SBR1093_ge	
zOTU_2079	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_2104	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_2134	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_1378	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionales_unclassified	Cellvibrionales_unclassified	
zOTU_473	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_764	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	PS1_clade	PS1_clade_ge	
zOTU_793	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_844	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_896	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_1034	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1560	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1856	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_cl	Marinimicrobia_(SAR406_clade)_or	Marinimicrobia_(SAR406_clade)_fa	Marinimicrobia_(SAR406_clade)_ge	
zOTU_1493	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1_clade	OM1_clade_ge	
zOTU_694	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_85	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_324	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_387	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_573	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_762	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	
zOTU_781	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_804	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyII	Rivularia	
zOTU_1110	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	
zOTU_1291	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_fa	KI89A_clade_ge	
zOTU_1292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group	
zOTU_1406	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1427	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	uncultured	
zOTU_1473	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_1479	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured	
zOTU_1579	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea	
zOTU_1639	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	
zOTU_1810	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_1862	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_1880	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1906	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_ge	
zOTU_1936	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	
zOTU_2152	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Algicola	
zOTU_2155	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured	
zOTU_1803	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1274	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	
zOTU_293	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
zOTU_285	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	
zOTU_287	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus	
zOTU_509	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_unclassified	Verrucomicrobiales_unclassified	
zOTU_903	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_fa	KI89A_clade_ge	
zOTU_1332	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_122	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_202	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	
zOTU_445	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_460	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_934	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured	
zOTU_1388	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_111	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	
zOTU_421	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea	
zOTU_29	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_121	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_145	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	
zOTU_199	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_312	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_340	unknown	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	
zOTU_359	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	
zOTU_367	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_491	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_fa	KI89A_clade_ge	
zOTU_501	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Pseudoteredinibacter	
zOTU_536	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_596	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured	
zOTU_633	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	
zOTU_640	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	
zOTU_681	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_712	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	
zOTU_800	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	SAR86_clade_ge	
zOTU_814	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_918	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_987	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_998	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	
zOTU_1019	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_1055	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1165	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	
zOTU_1177	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	
zOTU_1231	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_1244	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_fa	Sva0071_ge	
zOTU_1261	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_1267	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1314	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_unclassified	
zOTU_1418	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	uncultured	
zOTU_1430	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1474	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1481	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1520	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_1524	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_1529	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1541	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_1574	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	
zOTU_1592	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	uncultured	
zOTU_1609	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_1630	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	
zOTU_1631	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Leadbetterella	
zOTU_1632	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_1694	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified	
zOTU_1704	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_1709	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_unclassified	
zOTU_1713	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	uncultured	
zOTU_1732	Bacteria	Cyanobacteria	Cyanobacteria	Cyanobacteria_unclassified	Cyanobacteria_unclassified	Cyanobacteria_unclassified	
zOTU_1746	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1749	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1808	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria_ge	
zOTU_1818	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter	
zOTU_1867	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1879	Bacteria	SBR1093	SBR1093_cl	SBR1093_or	SBR1093_fa	SBR1093_ge	
zOTU_1893	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1898	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionellaceae_unclassified	
zOTU_1928	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified	
zOTU_1931	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	Arctic97B-4_marine_group_or	Arctic97B-4_marine_group_fa	Arctic97B-4_marine_group_ge	
zOTU_1949	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	
zOTU_1953	unknown	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	
zOTU_1956	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1975	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	Sva0996_marine_group_ge	
zOTU_2007	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	uncultured	
zOTU_2013	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_2018	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge	
zOTU_2065	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_2071	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SS1-B-06-26	SS1-B-06-26_ge	
zOTU_2078	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_ge	
zOTU_2099	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	
zOTU_2107	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	
zOTU_2125	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_2	Surface_2_ge	
zOTU_2147	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_2149	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_1074	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	FamilyI_unclassified	
zOTU_1108	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_2	Surface_2_ge	
zOTU_1341	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	
zOTU_1744	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aureicoccus	
zOTU_1983	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_2012	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	
zOTU_1889	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1944	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS7_marine_group	NS7_marine_group_ge	
zOTU_619	Bacteria	Proteobacteria	Proteobacteria_Incertae_Sedis	Unknown_Order	Unknown_Family	Candidatus_Tenderia	
zOTU_1434	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwelliaceae_unclassified	
zOTU_2055	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Pleurocapsa	
zOTU_167	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_607	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyII	Rivularia	
zOTU_916	Bacteria	Acidobacteria	Holophagae	Subgroup_10	Sva0725	Sva0725_ge	
zOTU_1004	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	
zOTU_1091	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	
zOTU_1129	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1156	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_1273	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_fa	KI89A_clade_ge	
zOTU_1286	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	UCYN-C	
zOTU_1389	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_1431	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_1485	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera	
zOTU_1573	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Actibacter	
zOTU_1593	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_1606	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_1690	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	FamilyI_unclassified	
zOTU_1813	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_1955	Bacteria	Acidobacteria	Holophagae	Subgroup_10	CA002	CA002_ge	
zOTU_1977	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Anderseniella	
zOTU_2046	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	
zOTU_1046	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_254	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
zOTU_342	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	
zOTU_523	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Ahrensia	
zOTU_545	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_608	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	
zOTU_639	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NS9_marine_group_ge	
zOTU_649	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_ge	
zOTU_658	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
zOTU_665	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_832	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_868	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_875	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	
zOTU_1007	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	
zOTU_1076	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	
zOTU_1198	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_fa	Sva0071_ge	
zOTU_1234	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
zOTU_1246	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	
zOTU_1275	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Cohaesibacter	
zOTU_1313	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1340	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1350	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1426	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	SAR116_clade_ge	
zOTU_1495	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Candidatus_Pelagibacter	
zOTU_1644	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum	
zOTU_1722	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_1799	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	
zOTU_1860	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Paramoritella	
zOTU_1882	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
zOTU_1916	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_1930	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Pleurocapsa	
zOTU_2040	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_2085	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_2	Surface_2_ge	
zOTU_2160	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	
zOTU_1070	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_422	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_436	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Synechococcus	
zOTU_1069	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Pseudohongiella	
zOTU_1114	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_1564	Bacteria	Planctomycetes	OM190	OM190_or	OM190_fa	OM190_ge	
zOTU_1602	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_1800	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsiaceae_unclassified	
zOTU_2029	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Hahellaceae	Endozoicomonas	
zOTU_2092	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_ge	
zOTU_211	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	
zOTU_303	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_309	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	HOC36_fa	HOC36_ge	
zOTU_489	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_fa	KI89A_clade_ge	
zOTU_549	unknown	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	unknown_unclassified	
zOTU_581	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_593	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	
zOTU_630	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	
zOTU_634	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Parahaliea	
zOTU_670	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_740	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255_marine_benthic_group	JTB255_marine_benthic_group_ge	
zOTU_795	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	
zOTU_853	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	
zOTU_894	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	
zOTU_933	Eukaryota	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	Eukaryota_unclassified	
zOTU_951	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	OCS116_clade	OCS116_clade_ge	
zOTU_1044	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified	
zOTU_1053	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Surface_1	Surface_1_ge	
zOTU_1094	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	
zOTU_1184	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Psychrosphaera	
zOTU_1351	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	
